id,name,price
5035,long,833.81
5036,it,676.24
5037,around,300.76
5038,around,107.91
5039,bill,341.21
5040,network,169.35
5041,report,125.06
5042,force,406.72
5043,writer,685.6
5044,film,940.59
5045,light,138.68
5046,Republican,604.14
5047,since,603.29
5048,perhaps,374.3
5049,describe,693.8
5050,truth,412.49
5051,protect,547.57
5052,plan,73.89
5053,professional,364.83
5054,each,285.67
5055,billion,457.16
5056,new,179.08
5057,join,364.34
5058,positive,622.28
5059,physical,360.96
5060,face,246.14
5061,gun,788.66
5062,hot,293.56
5063,garden,905.96
5064,last,108.04
5065,prove,544.47
5066,task,448.6
5067,training,240.26
5068,tend,334.38
5069,military,815.89
5070,quality,713.82
5071,air,475.49
5072,close,501.12
5073,hold,546.7
5074,toward,344.86
5075,time,590.51
5076,learn,868.8
5077,build,516.69
5078,lose,562.34
5079,health,743.52
5080,pattern,930.94
5081,mouth,554.47
5082,once,701.45
5083,imagine,347.14
5084,guess,672.64
5085,condition,144.78
5086,kid,87.32
5087,often,79.02
5088,because,723.07
5089,career,473.94
5090,amount,428.47
5091,number,920.88
5092,wide,13.29
5093,them,974.09
5094,hour,989.6
5095,production,740.32
5096,subject,544.43
5097,fly,427.84
5098,improve,676.68
5099,develop,34.7
5100,stand,295.33
5101,year,804.59
5102,term,665.29
5103,her,427.92
5104,imagine,759.84
5105,deep,760.8
5106,talk,374.29
5107,sea,47.76
5108,we,787.83
5109,save,763.36
5110,suffer,549.02
5111,everything,131.87
5112,ok,103.98
5113,ground,296.68
5114,trip,988.93
5115,section,677.12
5116,threat,902.42
5117,among,307.35
5118,energy,77.62
5119,far,894.01
5120,commercial,228.83
5121,natural,606.71
5122,building,294.13
5123,yourself,13.25
5124,cold,771.24
5125,reach,659.96
5126,different,641.21
5127,few,878.4
5128,stuff,555.88
5129,particular,545.42
5130,anyone,904.73
5131,position,123.91
5132,process,664.63
5133,assume,322.59
5134,win,922.52
5135,away,484.09
5136,success,419.43
5137,reduce,647.22
5138,memory,624.21
5139,particularly,82.2
5140,training,942.29
5141,line,752.07
5142,show,499.46
5143,say,80.02
5144,place,153.76
5145,democratic,684.14
5146,because,492.16
5147,short,209.17
5148,Republican,926.73
5149,personal,103.06
5150,economy,341.28
5151,under,943.04
5152,memory,721.12
5153,dream,214.14
5154,dark,907.99
5155,success,830.27
5156,rock,340.09
5157,wish,900.3
5158,activity,24.18
5159,current,676.82
5160,provide,177.14
5161,charge,197.65
5162,reach,790.2
5163,reduce,23.71
5164,father,612.88
5165,good,448.03
5166,couple,836.76
5167,conference,884.99
5168,along,560.99
5169,daughter,801.0
5170,now,16.84
5171,likely,718.92
5172,house,176.58
5173,surface,512.74
5174,some,639.39
5175,dream,351.47
5176,physical,759.34
5177,region,297.14
5178,expect,80.4
5179,rate,183.49
5180,wind,680.71
5181,authority,23.2
5182,produce,188.31
5183,kind,925.98
5184,situation,447.59
5185,have,958.25
5186,floor,37.55
5187,radio,200.2
5188,budget,104.59
5189,stay,44.56
5190,option,594.62
5191,shake,457.86
5192,month,759.25
5193,language,888.95
5194,truth,673.77
5195,benefit,455.87
5196,its,11.88
5197,either,701.76
5198,market,231.45
5199,weight,678.13
5200,part,95.64
5201,southern,803.9
5202,account,890.21
5203,clear,904.06
5204,across,947.31
5205,pay,335.34
5206,task,147.82
5207,record,108.96
5208,drop,368.14
5209,stay,736.5
5210,stop,42.13
5211,actually,708.89
5212,somebody,58.32
5213,prepare,163.33
5214,reality,808.46
5215,order,246.71
5216,able,46.75
5217,both,647.28
5218,behind,859.22
5219,court,713.78
5220,ready,761.58
5221,student,959.76
5222,lawyer,662.51
5223,sport,733.35
5224,we,727.57
5225,none,227.94
5226,region,396.31
5227,word,673.09
5228,toward,600.22
5229,call,684.25
5230,street,717.46
5231,beat,96.39
5232,there,553.18
5233,church,715.04
5234,plant,176.53
5235,cold,984.1
5236,claim,85.06
5237,experience,564.33
5238,work,500.53
5239,real,245.27
5240,staff,776.13
5241,billion,191.92
5242,PM,117.79
5243,social,569.21
5244,kind,171.15
5245,water,177.74
5246,price,392.38
5247,feel,165.79
5248,yourself,281.23
5249,everybody,488.63
5250,stage,541.05
5251,customer,508.08
5252,break,866.06
5253,order,647.15
5254,yeah,1.26
5255,actually,308.75
5256,over,441.19
5257,stand,846.48
5258,adult,467.97
5259,today,806.33
5260,tree,53.73
5261,sign,988.68
5262,newspaper,491.54
5263,memory,652.98
5264,few,999.88
5265,through,157.84
5266,store,861.16
5267,item,476.1
5268,though,972.2
5269,popular,636.27
5270,foot,486.95
5271,many,897.43
5272,once,642.55
5273,morning,935.49
5274,cover,49.08
5275,box,787.97
5276,hit,278.0
5277,camera,791.97
5278,weight,809.17
5279,gun,599.87
5280,himself,908.07
5281,call,386.35
5282,reach,873.61
5283,reflect,500.19
5284,if,155.75
5285,word,883.42
5286,card,141.68
5287,child,474.99
5288,race,875.08
5289,moment,914.29
5290,decide,688.35
5291,fish,170.84
5292,carry,458.15
5293,blood,221.93
5294,across,673.28
5295,six,475.51
5296,federal,76.22
5297,keep,209.42
5298,phone,697.65
5299,author,75.79
5300,he,50.71
5301,break,778.76
5302,behavior,810.4
5303,way,661.37
5304,much,193.54
5305,general,215.74
5306,generation,63.44
5307,avoid,377.5
5308,teacher,661.52
5309,develop,909.5
5310,later,305.96
5311,information,404.68
5312,here,168.1
5313,heavy,273.22
5314,shoulder,366.11
5315,one,952.4
5316,present,262.4
5317,necessary,954.22
5318,teacher,789.53
5319,the,944.32
5320,air,678.64
5321,hospital,953.95
5322,blue,262.99
5323,type,226.88
5324,represent,230.11
5325,seem,516.32
5326,piece,766.08
5327,bar,336.4
5328,first,95.05
5329,add,748.98
5330,tree,685.42
5331,thing,394.59
5332,cultural,522.5
5333,wind,163.52
5334,material,335.71
5335,political,518.86
5336,with,989.67
5337,sister,304.61
5338,cultural,812.07
5339,else,342.44
5340,choice,852.3
5341,million,70.37
5342,court,883.91
5343,site,78.68
5344,could,903.08
5345,radio,240.73
5346,trade,288.52
5347,federal,592.83
5348,reality,998.09
5349,same,274.23
5350,hear,352.27
5351,simply,449.0
5352,house,861.48
5353,tonight,133.85
5354,along,372.26
5355,my,530.01
5356,population,893.24
5357,save,499.18
5358,maybe,965.02
5359,head,757.89
5360,week,151.63
5361,majority,354.66
5362,though,847.0
5363,receive,880.66
5364,money,95.85
5365,big,298.57
5366,executive,172.71
5367,five,296.29
5368,most,272.51
5369,letter,834.21
5370,meeting,971.55
5371,social,466.49
5372,have,190.4
5373,various,770.85
5374,run,253.32
5375,wide,137.51
5376,painting,18.07
5377,rather,139.13
5378,senior,352.96
5379,case,600.95
5380,fly,389.05
5381,beautiful,146.55
5382,central,439.66
5383,really,5.58
5384,item,993.0
5385,yes,485.2
5386,yeah,857.87
5387,whose,13.62
5388,woman,146.38
5389,career,616.42
5390,claim,477.23
5391,radio,230.17
5392,five,276.79
5393,wind,741.64
5394,back,852.44
5395,thought,412.63
5396,provide,134.79
5397,grow,884.06
5398,month,59.47
5399,difference,987.97
5400,answer,660.24
5401,speech,933.31
5402,nature,387.43
5403,training,443.36
5404,need,443.8
5405,federal,780.92
5406,article,507.11
5407,fall,558.15
5408,no,601.82
5409,program,422.25
5410,official,372.05
5411,moment,552.73
5412,until,61.33
5413,hand,878.63
5414,skin,939.71
5415,drug,27.58
5416,budget,811.29
5417,chair,207.89
5418,thank,666.35
5419,to,941.65
5420,provide,317.74
5421,learn,587.05
5422,subject,365.56
5423,imagine,733.33
5424,south,580.51
5425,let,245.3
5426,yeah,569.93
5427,answer,78.77
5428,act,176.59
5429,discussion,612.71
5430,government,243.74
5431,follow,296.22
5432,price,613.33
5433,arrive,96.32
5434,activity,89.66
5435,authority,221.73
5436,fear,502.08
5437,will,512.06
5438,direction,688.72
5439,wait,560.81
5440,run,86.78
5441,talk,696.13
5442,ready,833.19
5443,heart,976.84
5444,senior,278.43
5445,receive,102.24
5446,something,176.9
5447,fear,641.51
5448,too,7.19
5449,nothing,259.68
5450,sell,274.32
5451,great,164.68
5452,least,252.34
5453,character,887.84
5454,time,26.27
5455,appear,216.29
5456,finish,643.86
5457,see,639.42
5458,style,173.13
5459,meeting,803.34
5460,quickly,836.61
5461,task,767.11
5462,even,37.91
5463,hope,481.39
5464,control,601.38
5465,give,560.57
5466,control,143.35
5467,leave,120.62
5468,training,130.72
5469,enter,719.11
5470,around,601.31
5471,as,507.26
5472,until,141.44
5473,ability,524.06
5474,decade,562.68
5475,rate,652.18
5476,Congress,258.47
5477,knowledge,267.67
5478,all,567.91
5479,section,706.73
5480,defense,371.84
5481,us,257.06
5482,media,392.25
5483,they,279.33
5484,class,673.91
5485,little,955.84
5486,ground,439.53
5487,bar,457.0
5488,way,342.79
5489,hot,424.89
5490,point,334.18
5491,give,365.64
5492,later,537.27
5493,only,153.1
5494,detail,528.51
5495,organization,164.05
5496,class,916.42
5497,money,232.21
5498,everyone,534.09
5499,three,367.18
5500,also,179.67
5501,study,427.27
5502,person,70.71
5503,store,396.34
5504,body,43.52
5505,ready,556.32
5506,eat,984.19
5507,sort,804.2
5508,others,708.2
5509,behavior,505.19
5510,according,20.19
5511,suddenly,204.6
5512,anyone,589.52
5513,community,767.47
5514,bit,128.54
5515,certainly,17.68
5516,effort,743.0
5517,break,290.12
5518,imagine,259.31
5519,magazine,259.7
5520,prevent,768.95
5521,family,447.43
5522,long,907.5
5523,down,567.75
5524,purpose,84.21
5525,offer,126.22
5526,physical,76.23
5527,memory,205.8
5528,despite,665.48
5529,own,340.17
5530,data,1.81
5531,inside,626.6
5532,science,816.3
5533,maybe,855.07
5534,know,817.35
5535,care,257.86
5536,impact,25.6
5537,certainly,863.29
5538,explain,421.53
5539,be,39.71
5540,expect,550.4
5541,point,268.09
5542,agree,802.65
5543,exist,452.69
5544,turn,124.14
5545,significant,899.36
5546,ready,268.31
5547,clear,980.99
5548,big,557.22
5549,cover,497.99
5550,no,338.87
5551,finally,585.31
5552,war,158.0
5553,per,655.46
5554,list,922.25
5555,down,623.17
5556,capital,120.46
5557,attention,772.22
5558,place,173.18
5559,edge,848.21
5560,sort,651.02
5561,benefit,747.63
5562,not,258.12
5563,career,876.58
5564,form,283.95
5565,site,457.15
5566,perform,194.04
5567,none,435.98
5568,reach,151.5
5569,easy,511.22
5570,reality,53.63
5571,community,588.99
5572,prepare,395.6
5573,hospital,391.07
5574,item,419.39
5575,church,480.43
5576,computer,212.99
5577,state,44.21
5578,stand,240.39
5579,add,88.23
5580,store,862.82
5581,theory,44.29
5582,produce,406.08
5583,degree,866.0
5584,nothing,766.24
5585,worry,332.13
5586,charge,220.64
5587,sense,633.76
5588,culture,857.14
5589,case,799.73
5590,race,865.04
5591,participant,196.61
5592,office,56.6
5593,Democrat,686.43
5594,phone,377.83
5595,usually,556.91
5596,state,904.66
5597,probably,432.49
5598,kind,471.79
5599,simply,546.44
5600,morning,56.63
5601,house,474.99
5602,box,689.31
5603,world,983.93
5604,specific,400.41
5605,heavy,115.61
5606,consider,917.85
5607,baby,898.4
5608,stand,421.18
5609,range,522.03
5610,take,503.07
5611,his,201.87
5612,western,754.8
5613,money,168.16
5614,hospital,736.92
5615,control,622.59
5616,sister,495.3
5617,appear,549.11
5618,body,362.92
5619,through,493.84
5620,believe,767.41
5621,scene,340.5
5622,door,433.72
5623,send,245.19
5624,use,388.52
5625,anyone,150.84
5626,expert,39.88
5627,sing,211.25
5628,no,166.88
5629,debate,775.25
5630,enough,324.99
5631,study,759.59
5632,popular,604.62
5633,view,819.24
5634,cell,486.66
5635,rest,826.82
5636,court,902.48
5637,cup,364.92
5638,exactly,828.71
5639,region,673.07
5640,itself,839.34
5641,agent,177.22
5642,evening,582.08
5643,increase,941.27
5644,management,758.07
5645,add,202.54
5646,protect,367.83
5647,capital,556.06
5648,six,586.74
5649,power,841.61
5650,including,105.85
5651,else,192.46
5652,Democrat,950.39
5653,decision,150.42
5654,specific,331.48
5655,yard,794.22
5656,without,252.2
5657,collection,259.84
5658,according,76.08
5659,artist,771.9
5660,teacher,885.22
5661,dream,311.92
5662,expert,527.34
5663,skin,840.32
5664,week,479.54
5665,house,911.56
5666,business,985.54
5667,official,305.14
5668,police,80.43
5669,subject,858.52
5670,personal,832.82
5671,discussion,592.17
5672,defense,73.0
5673,song,609.87
5674,easy,82.57
5675,federal,596.24
5676,face,862.39
5677,opportunity,853.07
5678,every,968.71
5679,sense,709.2
5680,marriage,672.51
5681,seem,899.87
5682,film,130.5
5683,exist,832.72
5684,so,451.48
5685,officer,96.55
5686,born,110.33
5687,wind,875.2
5688,whom,991.29
5689,writer,840.95
5690,lawyer,636.56
5691,enter,685.13
5692,they,148.58
5693,boy,764.52
5694,police,794.01
5695,along,109.32
5696,smile,555.65
5697,include,273.88
5698,order,708.55
5699,raise,311.85
5700,new,169.59
5701,of,612.82
5702,spring,840.08
5703,despite,452.86
5704,that,620.73
5705,bad,160.72
5706,look,668.84
5707,very,33.03
5708,anyone,888.32
5709,ready,190.44
5710,start,47.46
5711,law,561.96
5712,billion,679.72
5713,from,204.28
5714,knowledge,726.68
5715,owner,157.16
5716,writer,470.98
5717,already,532.43
5718,suffer,658.55
5719,move,174.37
5720,public,46.35
5721,oil,162.04
5722,popular,602.63
5723,religious,632.24
5724,establish,348.57
5725,account,436.71
5726,job,622.04
5727,top,869.03
5728,money,480.95
5729,condition,126.81
5730,her,832.32
5731,never,103.01
5732,improve,661.48
5733,them,346.63
5734,sit,180.6
5735,language,970.4
5736,ask,63.0
5737,grow,259.48
5738,water,365.52
5739,low,10.23
5740,manage,18.3
5741,read,465.55
5742,represent,811.93
5743,happy,238.9
5744,yourself,492.45
5745,boy,17.95
5746,action,11.46
5747,record,175.94
5748,including,675.66
5749,rock,829.47
5750,growth,198.22
5751,exist,337.94
5752,support,798.14
5753,bed,33.34
5754,physical,600.07
5755,from,215.7
5756,know,688.51
5757,top,351.97
5758,road,550.55
5759,test,666.92
5760,of,745.89
5761,example,973.9
5762,finish,10.06
5763,each,610.34
5764,miss,450.35
5765,staff,114.54
5766,score,462.84
5767,improve,901.08
5768,heavy,378.2
5769,important,162.91
5770,less,162.29
5771,century,780.69
5772,PM,862.94
5773,democratic,763.81
5774,vote,610.05
5775,public,33.16
5776,art,304.59
5777,drop,148.96
5778,study,815.98
5779,ten,7.45
5780,house,396.77
5781,occur,685.7
5782,important,490.13
5783,this,150.11
5784,take,195.57
5785,situation,817.61
5786,amount,907.62
5787,Republican,741.1
5788,standard,686.57
5789,reflect,244.41
5790,challenge,14.72
5791,about,776.93
5792,east,994.96
5793,wall,881.29
5794,morning,129.18
5795,future,708.52
5796,policy,288.49
5797,soon,57.74
5798,party,636.62
5799,more,787.34
5800,cold,724.58
5801,grow,392.35
5802,around,685.02
5803,order,114.48
5804,money,548.1
5805,myself,197.89
5806,nothing,517.17
5807,few,805.87
5808,agreement,848.44
5809,successful,88.83
5810,street,727.65
5811,less,752.15
5812,against,779.76
5813,quickly,443.68
5814,direction,361.67
5815,minute,787.33
5816,computer,505.89
5817,however,827.0
5818,individual,821.32
5819,song,442.95
5820,reality,970.66
5821,stand,39.8
5822,sense,146.79
5823,several,269.06
5824,themselves,908.14
5825,decision,675.38
5826,mention,330.32
5827,focus,53.59
5828,discover,954.7
5829,option,378.34
5830,mention,931.74
5831,service,408.4
5832,use,252.1
5833,ask,868.67
5834,theory,270.9
5835,because,189.07
5836,point,574.12
5837,event,226.61
5838,decide,312.07
5839,then,100.49
5840,employee,349.0
5841,front,327.83
5842,style,288.79
5843,successful,978.29
5844,woman,874.27
5845,item,769.55
5846,son,314.78
5847,system,89.63
5848,strategy,330.9
5849,cultural,313.8
5850,home,904.34
5851,risk,765.54
5852,thought,330.19
5853,main,161.68
5854,prevent,143.98
5855,time,819.38
5856,way,631.57
5857,buy,900.92
5858,camera,77.98
5859,season,94.79
5860,across,830.27
5861,alone,666.79
5862,guy,977.04
5863,interview,499.48
5864,long,420.99
5865,the,261.73
5866,administration,491.56
5867,mind,138.59
5868,simple,858.0
5869,defense,909.99
5870,again,43.34
5871,table,231.21
5872,go,287.38
5873,material,928.01
5874,whatever,121.47
5875,character,417.66
5876,about,916.17
5877,unit,844.87
5878,avoid,612.94
5879,source,926.91
5880,material,165.15
5881,race,536.2
5882,standard,831.03
5883,player,531.68
5884,approach,611.12
5885,end,203.93
5886,work,860.23
5887,book,39.91
5888,safe,695.33
5889,improve,922.84
5890,always,651.83
5891,prove,770.0
5892,fire,159.57
5893,though,339.04
5894,unit,383.9
5895,claim,795.58
5896,few,217.01
5897,teach,764.42
5898,act,84.41
5899,like,687.33
5900,try,24.27
5901,science,949.34
5902,business,814.55
5903,every,184.11
5904,probably,645.24
5905,natural,834.4
5906,imagine,623.36
5907,spend,139.94
5908,shake,253.41
5909,leader,650.18
5910,degree,287.02
5911,case,240.11
5912,think,759.82
5913,girl,117.35
5914,pattern,237.82
5915,stay,447.08
5916,become,313.21
5917,loss,19.75
5918,white,886.68
5919,suffer,202.39
5920,together,563.4
5921,plant,187.01
5922,hundred,317.57
5923,whether,897.06
5924,spend,691.8
5925,buy,732.83
5926,data,882.59
5927,specific,938.99
5928,need,634.34
5929,network,974.5
5930,pass,112.77
5931,fast,840.2
5932,base,231.18
5933,carry,87.61
5934,majority,839.37
5935,as,90.15
5936,executive,207.0
5937,address,306.59
5938,region,161.68
5939,fight,379.4
5940,water,561.42
5941,learn,965.59
5942,project,371.09
5943,too,105.32
5944,join,863.77
5945,TV,430.27
5946,economic,34.62
5947,wind,252.99
5948,process,969.32
5949,sing,974.79
5950,method,701.0
5951,understand,146.39
5952,fast,287.77
5953,wear,457.11
5954,add,616.92
5955,free,216.67
5956,lay,986.71
5957,tell,845.72
5958,page,890.98
5959,indeed,592.89
5960,less,97.53
5961,much,788.89
5962,hotel,474.71
5963,other,638.39
5964,measure,420.21
5965,strategy,554.94
5966,suggest,241.71
5967,station,33.34
5968,fast,938.79
5969,night,545.92
5970,place,706.44
5971,material,855.37
5972,others,531.84
5973,avoid,765.86
5974,across,588.62
5975,generation,514.59
5976,keep,98.13
5977,great,587.98
5978,mention,311.93
5979,change,207.38
5980,sit,730.25
5981,other,701.22
5982,against,685.73
5983,subject,919.21
5984,lead,919.99
5985,instead,474.94
5986,agreement,220.8
5987,cup,728.5
5988,dinner,903.27
5989,how,906.61
5990,simple,571.51
5991,concern,706.47
5992,subject,467.91
5993,explain,926.13
5994,out,972.73
5995,professional,906.53
5996,expect,214.24
5997,late,911.21
5998,family,396.88
5999,quite,781.23
6000,garden,557.52
6001,available,912.46
6002,glass,451.33
6003,someone,613.98
6004,learn,861.99
6005,authority,847.57
6006,hand,487.81
6007,stuff,150.61
6008,official,232.71
6009,indeed,370.69
6010,enjoy,902.78
6011,easy,438.65
6012,how,921.35
6013,rule,572.11
6014,site,122.74
6015,anything,559.61
6016,agency,25.22
6017,return,774.76
6018,help,753.36
6019,drive,518.0
6020,collection,392.36
6021,mean,626.63
6022,since,527.14
6023,everybody,679.9
6024,man,351.48
6025,budget,477.3
6026,station,81.15
6027,personal,208.9
6028,approach,855.38
6029,month,221.59
6030,identify,191.78
6031,star,752.36
6032,a,193.41
6033,scene,521.72
6034,view,938.0
6035,glass,387.29
6036,human,249.43
6037,character,986.95
6038,network,353.27
6039,let,806.46
6040,call,743.24
6041,base,232.53
6042,defense,222.9
6043,report,238.42
6044,some,510.39
6045,list,793.31
6046,include,719.17
6047,according,972.58
6048,worker,982.68
6049,early,703.85
6050,fall,856.29
6051,boy,665.54
6052,by,194.2
6053,provide,616.31
6054,lead,841.07
6055,cost,610.06
6056,laugh,658.09
6057,head,774.48
6058,without,84.13
6059,language,131.64
6060,argue,24.14
6061,wife,71.73
6062,shake,845.98
6063,marriage,24.38
6064,once,629.56
6065,executive,278.76
6066,cover,554.35
6067,face,891.2
6068,clearly,265.47
6069,type,243.5
6070,just,141.64
6071,professor,801.18
6072,I,646.8
6073,local,649.92
6074,tough,329.3
6075,paper,104.74
6076,key,319.83
6077,now,293.73
6078,suddenly,745.49
6079,around,257.73
6080,international,681.94
6081,sell,152.48
6082,produce,261.92
6083,whom,579.83
6084,affect,655.04
6085,own,616.15
6086,media,540.43
6087,hospital,704.01
6088,during,829.98
6089,news,683.15
6090,to,284.28
6091,include,607.37
6092,some,314.22
6093,old,82.6
6094,stock,505.98
6095,to,463.32
6096,seek,677.6
6097,politics,966.94
6098,political,471.44
6099,commercial,139.86
6100,exactly,102.49
6101,particular,202.2
6102,kind,46.75
6103,consider,242.66
6104,money,566.08
6105,source,839.81
6106,present,275.57
6107,television,494.81
6108,door,820.68
6109,theory,498.49
6110,my,300.41
6111,admit,397.23
6112,increase,325.68
6113,none,461.32
6114,realize,945.92
6115,that,325.54
6116,even,278.03
6117,debate,467.45
6118,sometimes,65.69
6119,may,657.99
6120,air,460.45
6121,quickly,752.13
6122,fear,180.49
6123,machine,451.89
6124,its,200.48
6125,series,710.72
6126,pick,196.2
6127,hundred,914.34
6128,coach,829.43
6129,go,536.9
6130,Mrs,509.53
6131,walk,13.28
6132,take,624.41
6133,beat,114.49
6134,manage,556.53
6135,turn,894.76
6136,close,725.44
6137,phone,447.46
6138,especially,375.91
6139,easy,877.68
6140,increase,81.72
6141,yes,811.37
6142,money,966.04
6143,man,462.97
6144,create,444.68
6145,music,664.38
6146,young,737.6
6147,back,847.06
6148,mind,976.03
6149,over,822.27
6150,recognize,161.81
6151,here,829.66
6152,traditional,285.1
6153,seven,190.47
6154,attack,33.62
6155,sure,414.5
6156,agent,566.88
6157,how,212.01
6158,who,640.2
6159,chance,238.43
6160,available,419.12
6161,about,639.53
6162,character,641.3
6163,establish,420.36
6164,get,995.75
6165,until,244.43
6166,laugh,774.68
6167,school,852.06
6168,bank,778.86
6169,without,18.77
6170,some,174.78
6171,deal,799.5
6172,usually,358.47
6173,address,494.09
6174,choose,6.26
6175,born,752.33
6176,operation,803.67
6177,approach,366.02
6178,alone,378.59
6179,fast,751.41
6180,conference,425.34
6181,quite,387.1
6182,rock,445.52
6183,Mrs,299.63
6184,or,783.92
6185,growth,955.47
6186,person,931.88
6187,audience,956.13
6188,thing,914.15
6189,resource,458.09
6190,chance,361.33
6191,market,146.48
6192,west,934.11
6193,coach,61.54
6194,so,400.84
6195,anything,463.97
6196,hit,717.7
6197,the,991.9
6198,suddenly,691.82
6199,improve,603.22
6200,none,8.03
6201,popular,944.05
6202,difficult,341.73
6203,kitchen,834.5
6204,either,38.35
6205,growth,640.61
6206,price,326.52
6207,child,284.3
6208,pay,923.26
6209,treatment,725.87
6210,her,181.26
6211,entire,65.02
6212,myself,218.23
6213,smile,536.98
6214,security,667.58
6215,test,957.83
6216,another,509.61
6217,almost,159.34
6218,region,668.3
6219,sometimes,389.58
6220,into,380.87
6221,surface,554.49
6222,hand,291.82
6223,Mrs,868.75
6224,all,715.53
6225,third,346.7
6226,kitchen,171.72
6227,anything,700.26
6228,unit,839.69
6229,than,180.22
6230,seven,529.68
6231,clearly,317.32
6232,rule,154.38
6233,lawyer,531.42
6234,smile,23.14
6235,easy,960.29
6236,collection,701.79
6237,only,382.48
6238,green,677.85
6239,ready,740.61
6240,life,300.15
6241,certainly,46.28
6242,mind,188.41
6243,dark,898.79
6244,tax,227.64
6245,help,773.59
6246,spring,975.02
6247,activity,98.66
6248,red,309.61
6249,smile,978.23
6250,have,240.22
6251,special,920.2
6252,floor,432.22
6253,civil,217.1
6254,seat,199.6
6255,herself,679.87
6256,travel,286.92
6257,example,434.67
6258,into,371.97
6259,continue,241.17
6260,call,623.29
6261,look,277.42
6262,garden,277.09
6263,property,382.22
6264,certainly,591.78
6265,stock,628.76
6266,body,895.2
6267,usually,856.86
6268,free,998.14
6269,size,681.39
6270,never,792.66
6271,newspaper,569.78
6272,nor,576.53
6273,career,410.83
6274,weight,408.42
6275,continue,114.53
6276,team,698.06
6277,important,310.41
6278,American,535.22
6279,stage,796.88
6280,prevent,170.92
6281,step,789.13
6282,list,480.76
6283,quickly,683.67
6284,future,223.56
6285,speech,585.05
6286,listen,924.58
6287,four,44.16
6288,three,628.88
6289,voice,95.97
6290,participant,359.28
6291,summer,908.3
6292,road,620.31
6293,up,634.14
6294,generation,238.16
6295,artist,93.82
6296,about,62.12
6297,fast,813.78
6298,popular,481.22
6299,few,919.54
6300,much,847.76
6301,why,987.4
6302,husband,808.79
6303,left,352.58
6304,high,503.45
6305,board,455.19
6306,local,267.99
6307,middle,483.51
6308,see,721.64
6309,but,302.0
6310,staff,644.42
6311,act,224.88
6312,investment,520.42
6313,form,12.6
6314,investment,808.3
6315,ok,252.68
6316,figure,138.94
6317,most,420.35
6318,write,722.58
6319,opportunity,77.26
6320,building,350.05
6321,positive,33.7
6322,until,897.38
6323,gas,133.24
6324,discuss,120.82
6325,growth,596.77
6326,dinner,748.1
6327,assume,753.06
6328,concern,55.34
6329,opportunity,94.05
6330,deep,99.56
6331,movie,44.16
6332,through,285.37
6333,end,967.72
6334,heart,375.15
6335,American,794.38
6336,later,776.54
6337,wide,954.06
6338,street,369.9
6339,almost,77.29
6340,pull,129.7
6341,figure,328.56
6342,face,749.92
6343,boy,283.58
6344,model,779.45
6345,discuss,674.66
6346,arm,235.28
6347,answer,505.62
6348,stop,50.11
6349,city,2.47
6350,although,362.76
6351,hold,299.52
6352,thought,448.37
6353,place,106.19
6354,simple,33.79
6355,into,641.37
6356,beautiful,910.51
6357,the,448.06
6358,far,914.3
6359,far,603.14
6360,bit,769.35
6361,between,958.12
6362,book,294.14
6363,create,726.9
6364,gas,657.3
6365,hold,873.8
6366,specific,895.03
6367,culture,614.73
6368,ever,898.86
6369,spend,979.48
6370,focus,825.68
6371,smile,148.32
6372,body,568.81
6373,lay,645.08
6374,deep,968.29
6375,another,572.22
6376,age,840.32
6377,stand,700.5
6378,employee,797.07
6379,official,911.19
6380,range,138.13
6381,site,770.46
6382,interesting,555.27
6383,join,230.31
6384,factor,688.46
6385,speak,180.92
6386,analysis,957.15
6387,create,348.18
6388,determine,850.25
6389,population,41.38
6390,cause,583.91
6391,partner,19.54
6392,player,258.66
6393,act,775.52
6394,address,381.53
6395,check,327.82
6396,night,294.44
6397,peace,139.52
6398,data,992.17
6399,me,858.49
6400,trip,561.6
6401,eat,882.35
6402,number,138.61
6403,trial,440.76
6404,produce,241.3
6405,worker,775.47
6406,consider,952.08
6407,effort,580.48
6408,goal,6.29
6409,nation,824.8
6410,knowledge,685.72
6411,protect,579.73
6412,watch,302.28
6413,history,664.56
6414,believe,865.64
6415,still,436.7
6416,view,557.64
6417,myself,429.48
6418,serve,911.33
6419,court,149.01
6420,run,585.78
6421,southern,635.83
6422,book,853.12
6423,thus,212.55
6424,edge,407.14
6425,first,429.88
6426,itself,919.02
6427,say,634.35
6428,still,405.74
6429,why,817.42
6430,ability,373.71
6431,decision,636.28
6432,foot,781.16
6433,should,430.45
6434,finally,130.9
6435,soldier,318.64
6436,economy,261.61
6437,billion,143.0
6438,them,23.51
6439,best,917.96
6440,lot,285.21
6441,seem,320.53
6442,federal,209.79
6443,degree,234.65
6444,wrong,673.58
6445,laugh,837.05
6446,economy,475.31
6447,sure,138.26
6448,realize,89.15
6449,general,638.53
6450,this,820.52
6451,wear,239.97
6452,particularly,826.17
6453,under,932.8
6454,physical,628.39
6455,huge,361.41
6456,key,64.88
6457,another,783.91
6458,how,152.52
6459,style,358.01
6460,author,974.87
6461,away,908.23
6462,sort,67.59
6463,general,325.14
6464,or,616.06
6465,chair,737.9
6466,hard,119.85
6467,television,284.92
6468,increase,87.49
6469,within,977.06
6470,majority,583.91
6471,blood,532.61
6472,special,207.81
6473,here,826.2
6474,change,563.67
6475,history,870.2
6476,knowledge,451.35
6477,large,429.76
6478,face,812.4
6479,fly,91.73
